20041213,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8
20050314,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8
20050613,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9
20050919,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9
20051219,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9
20060313,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9
20060619,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0
20060918,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0
20061218,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0
20070319,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0
20070618,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1
20070917,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1
20071217,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1
20080317,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1
20080616,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2
20080915,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2
20081215,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2
20090316,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2
20090615,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3
20090914,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3
20091214,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3
20100315,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3
20100614,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4
20100913,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4
20101213,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4
20110314,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4
20110613,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5
20110919,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5
20111219,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5
20120319,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5
20120618,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6
20120917,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6
20121217,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6
20130318,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6
20130617,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7
20130916,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7
20131216,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7
20140317,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7
20140616,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8
20140915,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8
20141215,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8
20150316,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8
20150615,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9
20150914,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9
20151214,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9
20160314,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9
20160613,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0
20160919,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0
20161219,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0
20170313,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0
20170619,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1
20170918,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1
20171218,GEZ7,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1
20180319,GEH8,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1
20180618,GEM8,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2
20180917,GEU8,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2
20181217,GEZ8,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2
20190318,GEH9,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2
20190617,GEM9,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3
20190916,GEU9,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3
20191216,GEZ9,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3
20200316,GEH0,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3
20200615,GEM0,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4
20200914,GEU0,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4
20201214,GEZ0,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4
20210315,GEH1,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4
20210614,GEM1,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5
20210913,GEU1,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5
20211213,GEZ1,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5
20220314,GEH2,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5
20220613,GEM2,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6
20220919,GEU2,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6
20221219,GEZ2,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6
20230313,GEH3,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6
20230619,GEM3,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7
20230918,GEU3,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7
20231218,GEZ3,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7
20240318,GEH4,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7
20240617,GEM4,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8
20240916,GEU4,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8
20241216,GEZ4,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8
20250317,GEH5,GEM5,GEU5,GEZ5,GEH6,GEM6,GEU6,GEZ6,GEH7,GEM7,GEU7,GEZ7,GEH8,GEM8,GEU8,GEZ8
